datetime,region,city,electricity_usage_kwh,traffic_volume_vehicles,industrial_output_units,temperature_celsius,humidity_percent,public_transport_passengers,population_density_per_km2,co2_emissions_ppm
2025-11-09 01:58:35.040324,Incheon,Bupyeong-gu,1262.99,828.0,1206.78,5.23,68.8,278.0,2732.0,448.0
2025-11-09 01:58:35.040324,Incheon,Michuhol-gu,2151.54,918.0,282.44,6.41,76.0,1186.0,2442.0,448.82
2025-11-09 01:58:35.040324,Incheon,Namdong-gu,1875.34,299.0,316.43,7.77,65.1,814.0,1616.0,430.41
2025-11-09 01:58:35.040324,Incheon,Seo-gu,3132.63,1384.0,1247.28,6.6,78.2,882.0,2796.0,513.16
2025-11-09 01:58:35.040324,Incheon,Yeonsu-gu,2033.88,380.0,1123.16,6.57,76.6,839.0,2673.0,494.56
2025-11-09 01:58:35.040324,Jeju,Jeju City,5441.79,3536.0,1166.78,5.66,76.3,12076.0,9465.0,424.24
2025-11-09 01:58:35.040324,Jeju,Seogwipo,2448.32,506.0,789.67,6.25,69.3,504.0,1584.0,477.32
2025-11-09 01:58:35.040324,Jeonbuk,Gunsan,3041.68,885.0,5166.26,8.88,59.5,479.0,1925.0,483.9
2025-11-09 01:58:35.040324,Jeonbuk,Iksan,3638.27,1182.0,763.53,6.41,64.9,592.0,2856.0,465.0
2025-11-09 01:58:35.040324,Jeonbuk,Jeonju,8872.98,5102.0,1494.89,7.11,77.4,6042.0,1126.0,441.57
2025-11-09 01:58:35.040324,Jeonbuk,Namwon,799.78,2009.0,1351.27,6.81,65.6,999.0,1793.0,493.52
2025-11-09 01:58:35.040324,Jeonnam,Gwangyang,1306.32,826.0,329.52,7.66,66.5,1052.0,2564.0,527.73
2025-11-09 01:58:35.040324,Jeonnam,Mokpo,1169.68,2021.0,1462.64,8.56,72.8,566.0,2086.0,521.57
2025-11-09 01:58:35.040324,Jeonnam,Naju,2887.92,1189.0,1598.2,6.72,77.1,1301.0,263.0,525.72
2025-11-09 01:58:35.040324,Jeonnam,Suncheon,1757.12,2378.0,1516.73,6.77,68.5,429.0,1823.0,503.56
2025-11-09 01:58:35.040324,Jeonnam,Yeosu,2902.26,259.0,190.91,8.84,83.9,304.0,2805.0,465.85
2025-11-09 01:58:35.040324,Sejong,Sejong City,2468.61,260.0,201.84,6.35,63.8,882.0,931.0,511.56
2025-11-09 01:58:35.040324,Seoul,Gangnam-gu,7987.24,1190.0,1674.86,6.64,62.6,4358.0,9216.0,511.77
2025-11-09 01:58:35.040324,Seoul,Jung-gu,9288.96,4926.0,921.34,6.23,60.2,11790.0,5931.0,434.52
2025-11-09 01:58:35.040324,Seoul,Mapo-gu,4313.36,1966.0,1289.64,5.47,78.2,778.0,289.0,455.57
2025-11-09 01:58:35.040324,Seoul,Seocho-gu,3561.83,655.0,925.72,5.91,73.2,333.0,1423.0,485.19
2025-11-09 01:58:35.040324,Seoul,Songpa-gu,2063.01,1182.0,528.43,5.65,64.4,417.0,982.0,492.0
2025-11-09 01:58:35.040324,Seoul,Yeongdeungpo-gu,1754.06,332.0,1364.57,7.96,64.4,917.0,454.0,455.88
2025-11-09 01:58:35.040324,Ulsan,Buk-gu,2663.77,1512.0,1167.41,6.18,81.1,1148.0,2644.0,460.33
2025-11-09 01:58:35.040324,Ulsan,Dong-gu,2808.85,1141.0,307.8,9.24,65.4,825.0,2815.0,483.12
2025-11-09 01:58:35.040324,Ulsan,Jung-gu,9763.56,3240.0,756.39,7.59,74.8,9232.0,13073.0,508.38
2025-11-09 01:58:35.040324,Ulsan,Nam-gu,3893.07,713.0,584.99,6.04,61.4,881.0,2894.0,506.65
2025-11-09 01:58:35.040324,Ulsan,Ulju-gun,1498.58,852.0,3436.58,5.06,70.5,835.0,2681.0,484.22
2025-11-09 02:58:35.040324,Busan,Busanjin-gu,1947.59,438.0,1280.61,9.77,73.6,236.0,915.0,434.15
2025-11-09 02:58:35.040324,Busan,Gangseo-gu,2540.58,931.0,2572.54,6.3,77.8,948.0,2603.0,464.1
2025-11-09 02:58:35.040324,Busan,Haeundae-gu,3227.43,6587.0,1200.5,9.04,71.6,11784.0,8427.0,521.5
2025-11-09 02:58:35.040324,Busan,Saha-gu,3392.67,1649.0,1087.95,6.15,67.7,248.0,116.0,503.13
2025-11-09 02:58:35.040324,Busan,Suyeong-gu,1020.12,287.0,581.11,6.97,77.4,597.0,357.0,457.41
2025-11-09 02:58:35.040324,Chungbuk,Cheongju,3658.45,977.0,1406.68,9.54,68.3,114.0,399.0,453.47
2025-11-09 02:58:35.040324,Chungbuk,Chungju,804.7,826.0,1354.43,8.02,74.3,690.0,2726.0,520.39
2025-11-09 02:58:35.040324,Chungbuk,Danyang,2160.81,960.0,1170.53,5.96,63.3,1250.0,267.0,463.15
2025-11-09 02:58:35.040324,Chungbuk,Jecheon,1527.2,972.0,1284.12,9.06,56.1,697.0,950.0,505.62
2025-11-09 02:58:35.040324,Chungnam,Asan,790.27,1523.0,894.84,8.9,60.0,739.0,1191.0,479.44
2025-11-09 02:58:35.040324,Chungnam,Cheonan,778.42,365.0,978.42,8.28,76.6,210.0,1893.0,430.55
2025-11-09 02:58:35.040324,Chungnam,Gongju,3206.87,883.0,656.84,8.9,79.0,792.0,346.0,500.32
2025-11-09 02:58:35.040324,Chungnam,Nonsan,1623.34,659.0,1430.5,9.61,60.4,1572.0,2890.0,451.61
2025-11-09 02:58:35.040324,Chungnam,Seosan,1900.78,414.0,307.93,7.84,77.4,1108.0,133.0,440.5
2025-11-09 02:58:35.040324,Daegu,Buk-gu,554.77,1043.0,707.61,6.61,80.1,451.0,926.0,427.0
2025-11-09 02:58:35.040324,Daegu,Dalseo-gu,2847.7,844.0,1557.44,6.44,69.7,571.0,1604.0,516.03
2025-11-09 02:58:35.040324,Daegu,Dong-gu,2521.25,1618.0,1009.22,9.21,57.6,412.0,1167.0,441.63
2025-11-09 02:58:35.040324,Daegu,Jung-gu,6513.14,7681.0,440.14,8.47,60.9,10164.0,2601.0,492.54
2025-11-09 02:58:35.040324,Daegu,Suseong-gu,2311.04,828.0,435.92,6.85,79.9,551.0,120.0,436.45
2025-11-09 02:58:35.040324,Daejeon,Daedeok-gu,3040.28,1530.0,842.29,5.98,64.0,1337.0,848.0,478.65
2025-11-09 02:58:35.040324,Daejeon,Dong-gu,2552.38,771.0,597.3,9.1,82.2,1103.0,2711.0,498.35
2025-11-09 02:58:35.040324,Daejeon,Jung-gu,3127.22,2321.0,1246.3,5.07,59.7,10212.0,9809.0,486.0
2025-11-09 02:58:35.040324,Daejeon,Seo-gu,2658.56,1525.0,185.77,7.25,73.1,347.0,218.0,474.32
2025-11-09 02:58:35.040324,Daejeon,Yuseong-gu,1577.22,1877.0,313.63,6.41,83.5,1379.0,2104.0,450.72
2025-11-09 02:58:35.040324,Gangwon,Chuncheon,2698.07,899.0,1034.02,7.15,78.9,1212.0,1226.0,513.38
2025-11-09 02:58:35.040324,Gangwon,Donghae,3438.84,674.0,406.2,8.51,77.9,688.0,2232.0,500.01
2025-11-09 02:58:35.040324,Gangwon,Gangneung,571.37,1724.0,510.96,8.97,74.7,1287.0,2550.0,437.42
2025-11-09 02:58:35.040324,Gangwon,Sokcho,3266.94,1019.0,1386.15,6.95,74.5,1326.0,1179.0,518.17
2025-11-09 02:58:35.040324,Gangwon,Wonju,655.06,385.0,200.05,8.07,61.6,557.0,668.0,437.88
2025-11-09 02:58:35.040324,Gwangju,Buk-gu,1043.75,932.0,1138.14,6.44,74.5,466.0,115.0,484.2
2025-11-09 02:58:35.040324,Gwangju,Dong-gu,3523.19,1830.0,711.92,8.5,67.9,1375.0,2827.0,425.43
2025-11-09 02:58:35.040324,Gwangju,Gwangsan-gu,3345.65,1624.0,1450.05,7.92,62.9,504.0,1044.0,494.13
2025-11-09 02:58:35.040324,Gwangju,Nam-gu,2149.69,520.0,1234.05,4.78,71.5,407.0,1773.0,449.5
2025-11-09 02:58:35.040324,Gwangju,Seo-gu,1063.73,1397.0,730.76,7.64,77.4,782.0,869.0,511.25
2025-11-09 02:58:35.040324,Gyeongbuk,Andong,1504.05,1315.0,1147.24,8.47,81.8,1440.0,2722.0,467.0
2025-11-09 02:58:35.040324,Gyeongbuk,Gumi,1341.86,463.0,2135.1,7.15,68.6,766.0,2142.0,469.72
2025-11-09 02:58:35.040324,Gyeongbuk,Gyeongju,2333.88,1483.0,700.61,5.7,77.6,1026.0,1701.0,443.44
2025-11-09 02:58:35.040324,Gyeongbuk,Pohang,4155.62,1699.0,6198.27,8.11,68.1,11877.0,9463.0,469.51
2025-11-09 02:58:35.040324,Gyeongbuk,Yeongju,3918.14,932.0,514.46,9.7,74.2,601.0,527.0,474.82
2025-11-09 02:58:35.040324,Gyeonggi,Ansan,3111.39,945.0,259.23,7.72,64.8,582.0,2581.0,470.49
2025-11-09 02:58:35.040324,Gyeonggi,Bucheon,1492.73,861.0,1083.38,6.51,61.8,168.0,1317.0,422.72
2025-11-09 02:58:35.040324,Gyeonggi,Goyang,3595.2,1402.0,973.7,6.46,63.4,465.0,174.0,467.43
2025-11-09 02:58:35.040324,Gyeonggi,Hwaseong,2268.35,1377.0,211.89,7.75,73.8,1112.0,1256.0,464.0
2025-11-09 02:58:35.040324,Gyeonggi,Namyangju,901.03,381.0,904.61,7.8,85.1,833.0,2010.0,421.91
2025-11-09 02:58:35.040324,Gyeonggi,Seongnam,9316.07,3972.0,417.46,6.12,71.1,3510.0,11028.0,505.11
2025-11-09 02:58:35.040324,Gyeonggi,Suwon,3891.36,5419.0,276.12,7.85,66.3,7921.0,11665.0,430.12
2025-11-09 02:58:35.040324,Gyeonggi,Yongin,2881.43,1181.0,518.67,8.4,72.6,1083.0,1693.0,517.86
2025-11-09 02:58:35.040324,Gyeongnam,Changwon,4384.37,1606.0,3587.53,6.43,61.2,9146.0,9684.0,443.83
2025-11-09 02:58:35.040324,Gyeongnam,Geoje,1367.53,1937.0,6941.57,6.61,67.7,646.0,277.0,437.94
2025-11-09 02:58:35.040324,Gyeongnam,Gimhae,1637.72,491.0,244.65,7.2,70.8,528.0,590.0,441.46
2025-11-09 02:58:35.040324,Gyeongnam,Jinju,1776.99,2531.0,775.0,5.69,64.5,125.0,627.0,498.72
2025-11-09 02:58:35.040324,Gyeongnam,Yangsan,3234.14,298.0,1267.26,4.75,78.2,1347.0,1560.0,476.81
2025-11-09 02:58:35.040324,Incheon,Bupyeong-gu,1408.12,642.0,1418.22,5.57,59.9,319.0,2732.0,449.19
2025-11-09 02:58:35.040324,Incheon,Michuhol-gu,2946.49,649.0,308.82,7.42,78.5,1134.0,2442.0,441.35
2025-11-09 02:58:35.040324,Incheon,Namdong-gu,2095.94,316.0,296.55,7.5,64.5,728.0,1616.0,429.13
2025-11-09 02:58:35.040324,Incheon,Seo-gu,3524.93,1029.0,1385.49,6.57,80.7,711.0,2796.0,502.75
2025-11-09 02:58:35.040324,Incheon,Yeonsu-gu,1749.93,545.0,1044.8,8.22,75.2,745.0,2673.0,503.75
2025-11-09 02:58:35.040324,Jeju,Jeju City,4400.52,4779.0,1384.08,6.66,76.2,10556.0,9465.0,432.05
2025-11-09 02:58:35.040324,Jeju,Seogwipo,1976.07,251.0,817.51,7.09,67.2,631.0,1584.0,476.11
2025-11-09 02:58:35.040324,Jeonbuk,Gunsan,2857.76,746.0,6559.08,9.23,56.9,387.0,1925.0,477.2
2025-11-09 02:58:35.040324,Jeonbuk,Iksan,3456.52,1033.0,956.55,6.49,70.6,525.0,2856.0,452.84
2025-11-09 02:58:35.040324,Jeonbuk,Jeonju,8199.93,3858.0,1428.27,7.48,84.5,7129.0,1126.0,444.3
2025-11-09 02:58:35.040324,Jeonbuk,Namwon,853.36,1868.0,1367.84,8.5,63.6,1052.0,1793.0,502.49
2025-11-09 02:58:35.040324,Jeonnam,Gwangyang,1205.07,883.0,345.62,7.76,68.1,1066.0,2564.0,529.79
2025-11-09 02:58:35.040324,Jeonnam,Mokpo,845.63,1526.0,1314.1,8.28,71.8,595.0,2086.0,509.62
2025-11-09 02:58:35.040324,Jeonnam,Naju,3499.16,1550.0,1519.18,7.57,73.7,1526.0,263.0,523.54
2025-11-09 02:58:35.040324,Jeonnam,Suncheon,1942.14,2548.0,1229.79,6.87,67.7,468.0,1823.0,507.17
2025-11-09 02:58:35.040324,Jeonnam,Yeosu,4038.26,372.0,202.71,8.24,82.8,315.0,2805.0,470.65
2025-11-09 02:58:35.040324,Sejong,Sejong City,2782.77,328.0,205.2,6.63,61.6,714.0,931.0,510.44
2025-11-09 02:58:35.040324,Seoul,Gangnam-gu,7693.58,1430.0,1361.36,6.24,67.4,4432.0,9216.0,506.24
2025-11-09 02:58:35.040324,Seoul,Jung-gu,9734.95,6879.0,721.36,5.63,63.1,10454.0,5931.0,443.1
2025-11-09 02:58:35.040324,Seoul,Mapo-gu,3184.32,1806.0,1142.02,5.76,77.6,650.0,289.0,453.84
2025-11-09 02:58:35.040324,Seoul,Seocho-gu,3019.63,629.0,945.85,5.52,71.0,325.0,1423.0,489.49
2025-11-09 02:58:35.040324,Seoul,Songpa-gu,2408.47,925.0,546.8,6.22,61.4,551.0,982.0,491.42
2025-11-09 02:58:35.040324,Seoul,Yeongdeungpo-gu,2268.89,292.0,1457.46,7.7,69.0,952.0,454.0,457.97
2025-11-09 02:58:35.040324,Ulsan,Buk-gu,3165.08,1383.0,1107.67,5.32,76.4,925.0,2644.0,456.21
2025-11-09 02:58:35.040324,Ulsan,Dong-gu,3160.07,1341.0,306.93,9.99,64.3,934.0,2815.0,492.04
2025-11-09 02:58:35.040324,Ulsan,Jung-gu,10752.4,4508.0,834.02,8.43,68.6,10074.0,13073.0,512.7
2025-11-09 02:58:35.040324,Ulsan,Nam-gu,3436.8,654.0,527.64,6.82,64.0,897.0,2894.0,505.1
2025-11-09 02:58:35.040324,Ulsan,Ulju-gun,1510.26,853.0,2965.88,5.54,72.3,1000.0,2681.0,478.49
2025-11-09 03:58:35.040324,Busan,Busanjin-gu,2022.36,332.0,883.75,10.23,75.1,353.0,915.0,434.3
2025-11-09 03:58:35.040324,Busan,Gangseo-gu,2401.42,789.0,2559.41,7.18,69.4,897.0,2603.0,448.18
2025-11-09 03:58:35.040324,Busan,Haeundae-gu,4005.04,5986.0,1162.43,10.06,73.9,9397.0,8427.0,520.89
2025-11-09 03:58:35.040324,Busan,Saha-gu,3460.36,1497.0,1392.27,5.75,68.0,236.0,116.0,501.7
2025-11-09 03:58:35.040324,Busan,Suyeong-gu,1038.23,401.0,545.88,7.79,75.1,576.0,357.0,470.45
2025-11-09 03:58:35.040324,Chungbuk,Cheongju,3037.66,1027.0,1254.65,9.99,69.8,113.0,399.0,461.97
2025-11-09 03:58:35.040324,Chungbuk,Chungju,827.91,868.0,1441.59,8.73,73.9,549.0,2726.0,515.25
2025-11-09 03:58:35.040324,Chungbuk,Danyang,2454.72,1040.0,1338.52,6.65,58.8,804.0,267.0,467.59
2025-11-09 03:58:35.040324,Chungbuk,Jecheon,1667.36,1369.0,1167.78,8.57,53.9,948.0,950.0,500.63
2025-11-09 03:58:35.040324,Chungnam,Asan,859.61,1344.0,928.04,9.55,61.0,667.0,1191.0,471.0
2025-11-09 03:58:35.040324,Chungnam,Cheonan,819.99,379.0,1073.38,9.42,74.7,167.0,1893.0,432.18
2025-11-09 03:58:35.040324,Chungnam,Gongju,4144.95,1094.0,589.01,9.76,82.3,1039.0,346.0,512.37
2025-11-09 03:58:35.040324,Chungnam,Nonsan,1711.33,554.0,1432.36,9.82,59.6,1321.0,2890.0,450.82
2025-11-09 03:58:35.040324,Chungnam,Seosan,1977.15,370.0,261.59,8.5,80.1,897.0,133.0,437.07
2025-11-09 03:58:35.040324,Daegu,Buk-gu,534.06,1135.0,924.1,6.75,77.8,364.0,926.0,431.82
2025-11-09 03:58:35.040324,Daegu,Dalseo-gu,2994.59,638.0,1339.35,6.28,71.5,496.0,1604.0,519.93
2025-11-09 03:58:35.040324,Daegu,Dong-gu,3127.13,1546.0,1011.13,9.66,69.7,430.0,1167.0,440.59
2025-11-09 03:58:35.040324,Daegu,Jung-gu,5665.94,7082.0,478.7,9.37,65.8,9215.0,2601.0,496.41
2025-11-09 03:58:35.040324,Daegu,Suseong-gu,2113.22,1387.0,490.64,7.44,77.4,502.0,120.0,441.0
2025-11-09 03:58:35.040324,Daejeon,Daedeok-gu,3046.92,1711.0,824.08,6.51,63.2,1465.0,848.0,482.45
2025-11-09 03:58:35.040324,Daejeon,Dong-gu,2796.73,877.0,583.25,9.52,78.6,989.0,2711.0,505.46
2025-11-09 03:58:35.040324,Daejeon,Jung-gu,3175.71,2910.0,1041.58,6.55,61.4,9227.0,9809.0,482.36
2025-11-09 03:58:35.040324,Daejeon,Seo-gu,2991.84,1309.0,167.08,6.61,70.2,301.0,218.0,475.8
2025-11-09 03:58:35.040324,Daejeon,Yuseong-gu,2047.27,2242.0,336.28,6.99,76.1,990.0,2104.0,459.27
2025-11-09 03:58:35.040324,Gangwon,Chuncheon,2280.13,916.0,824.62,6.92,79.6,1394.0,1226.0,515.04
2025-11-09 03:58:35.040324,Gangwon,Donghae,3203.7,823.0,425.04,8.83,80.5,563.0,2232.0,505.11
2025-11-09 03:58:35.040324,Gangwon,Gangneung,612.78,1462.0,435.92,8.7,75.4,1519.0,2550.0,435.76
2025-11-09 03:58:35.040324,Gangwon,Sokcho,3535.9,851.0,1412.05,7.81,77.5,1077.0,1179.0,520.25
2025-11-09 03:58:35.040324,Gangwon,Wonju,647.51,406.0,175.23,8.75,61.5,688.0,668.0,428.45
2025-11-09 03:58:35.040324,Gwangju,Buk-gu,1187.12,1319.0,1076.4,6.7,74.9,491.0,115.0,493.98
2025-11-09 03:58:35.040324,Gwangju,Dong-gu,4016.81,1585.0,613.63,9.24,71.1,1313.0,2827.0,429.23
2025-11-09 03:58:35.040324,Gwangju,Gwangsan-gu,2783.86,967.0,1433.49,7.8,64.7,653.0,1044.0,492.67
2025-11-09 03:58:35.040324,Gwangju,Nam-gu,2084.36,464.0,973.57,6.75,72.7,339.0,1773.0,442.64
2025-11-09 03:58:35.040324,Gwangju,Seo-gu,1287.28,1631.0,679.61,8.11,74.0,742.0,869.0,512.83
2025-11-09 03:58:35.040324,Gyeongbuk,Andong,1656.52,1051.0,1155.1,8.29,82.0,1201.0,2722.0,465.78
2025-11-09 03:58:35.040324,Gyeongbuk,Gumi,1054.2,479.0,2238.95,7.79,64.1,657.0,2142.0,454.54
2025-11-09 03:58:35.040324,Gyeongbuk,Gyeongju,1953.08,1635.0,763.69,5.53,78.0,1132.0,1701.0,444.05
2025-11-09 03:58:35.040324,Gyeongbuk,Pohang,5688.84,1942.0,7132.46,9.2,67.0,10164.0,9463.0,476.56
2025-11-09 03:58:35.040324,Gyeongbuk,Yeongju,3364.18,941.0,441.86,9.18,69.1,491.0,527.0,475.22
2025-11-09 03:58:35.040324,Gyeonggi,Ansan,3289.3,893.0,308.43,7.53,62.7,703.0,2581.0,465.8
2025-11-09 03:58:35.040324,Gyeonggi,Bucheon,1448.7,972.0,1207.08,5.94,60.0,162.0,1317.0,430.82
2025-11-09 03:58:35.040324,Gyeonggi,Goyang,2964.23,1363.0,978.36,6.16,61.1,484.0,174.0,468.6
2025-11-09 03:58:35.040324,Gyeonggi,Hwaseong,2920.09,1168.0,204.89,9.55,70.7,1171.0,1256.0,467.64
2025-11-09 03:58:35.040324,Gyeonggi,Namyangju,1066.71,293.0,1192.23,8.92,77.6,776.0,2010.0,426.91
2025-11-09 03:58:35.040324,Gyeonggi,Seongnam,9575.44,5277.0,566.74,7.5,66.9,2820.0,11028.0,501.55
2025-11-09 03:58:35.040324,Gyeonggi,Suwon,3625.15,5351.0,296.7,8.68,69.0,8818.0,11665.0,433.93
2025-11-09 03:58:35.040324,Gyeonggi,Yongin,3043.16,1088.0,506.08,9.02,72.4,835.0,1693.0,517.85
2025-11-09 03:58:35.040324,Gyeongnam,Changwon,3747.81,1586.0,2902.37,5.88,58.8,9501.0,9684.0,438.43
2025-11-09 03:58:35.040324,Gyeongnam,Geoje,1305.53,1832.0,5912.53,6.88,67.4,596.0,277.0,438.88
2025-11-09 03:58:35.040324,Gyeongnam,Gimhae,1381.18,557.0,294.62,6.86,60.7,649.0,590.0,439.21
2025-11-09 03:58:35.040324,Gyeongnam,Jinju,1887.69,1571.0,739.41,6.53,61.6,124.0,627.0,490.77
2025-11-09 03:58:35.040324,Gyeongnam,Yangsan,2881.17,230.0,1140.04,6.7,77.2,1262.0,1560.0,483.76
2025-11-09 03:58:35.040324,Incheon,Bupyeong-gu,1306.83,1068.0,1257.44,6.34,66.4,309.0,2732.0,459.22
2025-11-09 03:58:35.040324,Incheon,Michuhol-gu,3314.01,802.0,342.92,6.56,74.9,1052.0,2442.0,441.44
2025-11-09 03:58:35.040324,Incheon,Namdong-gu,1967.91,313.0,294.14,8.43,66.0,731.0,1616.0,425.3
2025-11-09 03:58:35.040324,Incheon,Seo-gu,3513.07,1155.0,1286.72,7.41,77.0,749.0,2796.0,501.64
2025-11-09 03:58:35.040324,Incheon,Yeonsu-gu,1883.95,450.0,1070.43,7.46,75.7,736.0,2673.0,500.04
2025-11-09 03:58:35.040324,Jeju,Jeju City,5233.51,3992.0,1315.55,6.98,74.4,10780.0,9465.0,430.52
2025-11-09 03:58:35.040324,Jeju,Seogwipo,2280.41,527.0,870.82,6.56,68.0,692.0,1584.0,485.59
2025-11-09 03:58:35.040324,Jeonbuk,Gunsan,3028.13,703.0,7084.71,9.68,59.4,389.0,1925.0,479.55
2025-11-09 03:58:35.040324,Jeonbuk,Iksan,3083.04,988.0,945.78,6.7,66.4,556.0,2856.0,452.0
2025-11-09 03:58:35.040324,Jeonbuk,Jeonju,8872.39,5862.0,1623.74,8.27,83.4,8421.0,1126.0,439.44
2025-11-09 03:58:35.040324,Jeonbuk,Namwon,790.2,1840.0,1604.62,8.17,61.9,847.0,1793.0,494.02
2025-11-09 03:58:35.040324,Jeonnam,Gwangyang,1299.12,775.0,335.42,8.27,65.4,1078.0,2564.0,517.15
2025-11-09 03:58:35.040324,Jeonnam,Mokpo,1045.08,1871.0,1135.45,8.51,76.1,750.0,2086.0,513.05
2025-11-09 03:58:35.040324,Jeonnam,Naju,3356.06,1265.0,1540.72,7.8,73.2,1228.0,263.0,523.48
2025-11-09 03:58:35.040324,Jeonnam,Suncheon,1679.11,2154.0,1303.25,8.39,68.6,403.0,1823.0,507.52
2025-11-09 03:58:35.040324,Jeonnam,Yeosu,3817.49,333.0,183.69,8.59,78.1,306.0,2805.0,466.34
2025-11-09 03:58:35.040324,Sejong,Sejong City,2637.12,260.0,199.67,6.98,62.4,745.0,931.0,504.21
2025-11-09 03:58:35.040324,Seoul,Gangnam-gu,8076.75,893.0,1627.03,5.86,61.8,3602.0,9216.0,501.27
2025-11-09 03:58:35.040324,Seoul,Jung-gu,8686.75,5730.0,943.27,7.09,61.2,11149.0,5931.0,438.72
2025-11-09 03:58:35.040324,Seoul,Mapo-gu,3689.54,2099.0,962.42,5.97,73.6,787.0,289.0,452.75
2025-11-09 03:58:35.040324,Seoul,Seocho-gu,2667.97,377.0,797.74,5.45,69.9,319.0,1423.0,478.41
2025-11-09 03:58:35.040324,Seoul,Songpa-gu,1961.82,1008.0,469.48,6.67,65.0,474.0,982.0,490.7
2025-11-09 03:58:35.040324,Seoul,Yeongdeungpo-gu,1987.38,314.0,1199.44,8.81,66.8,617.0,454.0,444.4
2025-11-09 03:58:35.040324,Ulsan,Buk-gu,2572.53,1190.0,1038.07,6.81,77.4,1216.0,2644.0,449.34
2025-11-09 03:58:35.040324,Ulsan,Dong-gu,2756.91,1197.0,280.52,9.58,66.9,821.0,2815.0,487.54
2025-11-09 03:58:35.040324,Ulsan,Jung-gu,8398.08,3579.0,811.68,8.45,70.6,12565.0,13073.0,501.13
2025-11-09 03:58:35.040324,Ulsan,Nam-gu,3085.27,779.0,771.64,7.15,63.9,812.0,2894.0,504.25
2025-11-09 03:58:35.040324,Ulsan,Ulju-gun,1552.33,763.0,3076.79,5.75,69.3,935.0,2681.0,469.9
2025-11-09 04:58:35.040324,Busan,Busanjin-gu,2450.26,592.0,1061.25,10.43,68.6,353.0,915.0,433.12
2025-11-09 04:58:35.040324,Busan,Gangseo-gu,2752.92,881.0,2331.64,8.47,80.1,958.0,2603.0,453.58
2025-11-09 04:58:35.040324,Busan,Haeundae-gu,2992.89,7074.0,1423.48,9.61,67.5,12281.0,8427.0,511.9
2025-11-09 04:58:35.040324,Busan,Saha-gu,3216.45,1457.0,1465.13,6.7,61.8,260.0,116.0,495.32
2025-11-09 04:58:35.040324,Busan,Suyeong-gu,1283.31,311.0,566.32,7.56,75.6,637.0,357.0,465.44
2025-11-09 04:58:35.040324,Chungbuk,Cheongju,3181.17,1265.0,1165.67,10.7,65.7,84.0,399.0,461.0
2025-11-09 04:58:35.040324,Chungbuk,Chungju,879.73,748.0,1456.1,9.36,70.6,702.0,2726.0,517.53
2025-11-09 04:58:35.040324,Chungbuk,Danyang,2483.25,963.0,1493.29,6.6,58.7,1006.0,267.0,465.21
2025-11-09 04:58:35.040324,Chungbuk,Jecheon,1612.28,1337.0,1270.29,9.72,60.3,520.0,950.0,501.6
2025-11-09 04:58:35.040324,Chungnam,Asan,824.91,1352.0,1080.6,10.89,61.9,646.0,1191.0,471.9
2025-11-09 04:58:35.040324,Chungnam,Cheonan,696.33,418.0,1180.47,9.48,71.8,153.0,1893.0,437.87
2025-11-09 04:58:35.040324,Chungnam,Gongju,3782.29,1024.0,566.96,9.74,78.6,1121.0,346.0,506.9
2025-11-09 04:58:35.040324,Chungnam,Nonsan,1800.19,694.0,1160.53,10.89,60.1,1442.0,2890.0,433.85
2025-11-09 04:58:35.040324,Chungnam,Seosan,2058.94,315.0,320.17,9.48,71.9,617.0,133.0,439.76
2025-11-09 04:58:35.040324,Daegu,Buk-gu,576.3,1463.0,892.71,7.37,75.8,390.0,926.0,425.24
2025-11-09 04:58:35.040324,Daegu,Dalseo-gu,2527.59,813.0,1350.29,7.7,65.0,580.0,1604.0,511.59
2025-11-09 04:58:35.040324,Daegu,Dong-gu,2195.05,1244.0,907.35,9.88,60.7,279.0,1167.0,429.63
2025-11-09 04:58:35.040324,Daegu,Jung-gu,6161.46,6662.0,470.83,9.47,64.3,8977.0,2601.0,490.87
2025-11-09 04:58:35.040324,Daegu,Suseong-gu,2260.42,676.0,379.25,7.53,77.5,515.0,120.0,442.01
2025-11-09 04:58:35.040324,Daejeon,Daedeok-gu,3209.24,2009.0,939.19,7.05,55.9,1241.0,848.0,486.51
2025-11-09 04:58:35.040324,Daejeon,Dong-gu,2980.47,722.0,633.47,10.41,74.1,1210.0,2711.0,499.98
2025-11-09 04:58:35.040324,Daejeon,Jung-gu,2778.83,2545.0,1688.08,7.04,63.8,8568.0,9809.0,485.39
2025-11-09 04:58:35.040324,Daejeon,Seo-gu,2128.68,1216.0,205.99,7.77,73.7,377.0,218.0,485.77
2025-11-09 04:58:35.040324,Daejeon,Yuseong-gu,2087.15,1408.0,335.64,6.97,75.0,1207.0,2104.0,460.32
2025-11-09 04:58:35.040324,Gangwon,Chuncheon,3152.61,745.0,891.74,7.94,75.6,1203.0,1226.0,519.94
2025-11-09 04:58:35.040324,Gangwon,Donghae,3226.91,754.0,377.96,10.77,75.1,726.0,2232.0,495.99
2025-11-09 04:58:35.040324,Gangwon,Gangneung,560.63,1734.0,516.48,9.55,70.3,1430.0,2550.0,441.6
2025-11-09 04:58:35.040324,Gangwon,Sokcho,3201.74,519.0,1530.79,7.58,75.6,1230.0,1179.0,511.84
2025-11-09 04:58:35.040324,Gangwon,Wonju,782.94,482.0,183.2,8.91,64.4,387.0,668.0,434.49
